"Fitness","Access","eir","Resistance_Level_long","half_life_long","MKR_long","Diagnostic","IC50_S_short","Resistance_Level_short","half_life_short","MKR_short","C_max_IC50","Indicator","sd2","nug","time_0.1"
1,0.3,5,1,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.00103680284577381,0.00125948222770693,4.06856325689956e-06,562.065644996838
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0150696617278809,0.00117269086582216,3.87732668076389e-06,38.670493788606
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0362806689349079,0.00112139512915083,3.88860076558016e-06,16.0623074863901
1,0.3,5,7.25,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0619999291941952,0.00105995030921473,4.12270653554646e-06,9.399224609098
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0858301433811815,0.000981145476154706,4.59302912723147e-06,6.78958740236921
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.101029141487573,0.000901668919416413,5.21040219005723e-06,5.76815017591822
1,0.3,5,13.5,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.103902708397828,0.000847410886001054,5.74658419652224e-06,5.60862434897409
1,0.3,10,1,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.00125500006027247,0.00124202887217056,4.07205480739763e-06,464.343611360379
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0150720280224497,0.00115522841560686,3.87314146293378e-06,38.6644225565671
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0360800390452473,0.00110375375742251,3.87538695746075e-06,16.1516249889196
1,0.3,10,7.25,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0616146647643607,0.00104235190681964,4.09787161810508e-06,9.45799611948046
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0852549636968495,0.00096395271126609,4.55300160246411e-06,6.83539391696378
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.100232031239495,0.000885069316975428,5.15144367340125e-06,5.8140222545424
1,0.3,10,13.5,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.102852517888355,0.000831369335500572,5.66682749420469e-06,5.66589201906543
1,0.3,500,1,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,-0.00121334173602849,0.0012284074438108,1.26431471574497e-05,-480.286174076461
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0153051446259746,0.00106968622068634,1.34921829908373e-05,38.0755147687671
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0368324844803136,0.000988457375360033,1.41337387936478e-05,15.8216658057885
1,0.3,500,7.25,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0602249940283482,0.000945534768189656,1.44047017229488e-05,9.67623608181861
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0810008463548074,0.000919853311795497,1.44743565133193e-05,7.19438483015094
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.0957448599443409,0.000906481571994847,1.4486672151617e-05,6.08650177756991
1,0.3,500,13.5,11.15,3.5,20,0.009,1.5,0.036,27.7,5.5,0.102904704407015,0.000913247932150074,1.41023863969747e-05,5.66301865014333
1,0.3,5,1,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.014472578155961,0.00118634565133075,4.04374650429857e-06,40.265891395749
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0342277196285074,0.00110105727447683,3.91661278080557e-06,17.0257109316466
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0616827069527524,0.00105113802354642,4.00169495925735e-06,9.44756300482707
1,0.3,5,7.25,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0935140989281269,0.000990445659566182,4.32487599109832e-06,6.23169411804208
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.12254631808353,0.000910673596740557,4.90447316158477e-06,4.75535511272723
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.141473944467819,0.000827572838927633,5.64124226684904e-06,4.11914195533702
1,0.3,5,13.5,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.146385125181505,0.00076737253236681,6.27133106277622e-06,3.98094587494359
1,0.3,10,1,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0146994125440456,0.00116888262934571,4.03531731391494e-06,39.6445271876168
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0342666015600396,0.00108356034154354,3.90185342899784e-06,17.0063920468844
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0615502963067819,0.00103341847260434,3.9786043303714e-06,9.46788716239216
1,0.3,10,7.25,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0932281689622703,0.000972725174993227,4.29005362158935e-06,6.25080666853228
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.122095304682434,0.000893315760050101,4.85349942370201e-06,4.77292113533877
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.140816270311925,0.000810767116663412,5.56990258151341e-06,4.13838016696189
1,0.3,10,13.5,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.145480634729263,0.000751087280401036,6.17809060598182e-06,4.00569643739117
1,0.3,500,1,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0123943419261194,0.00114442810072528,1.27129171239122e-05,47.0175232955566
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0347498166713742,0.000995031864680919,1.37712243070112e-05,16.7699089107559
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0624765220446656,0.000918223569068352,1.4635566465711e-05,9.32752402298889
1,0.3,500,7.25,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.0916905421747657,0.000873772941715057,1.51034087675373e-05,6.3556310871591
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.11709847163449,0.000842366058691626,1.5350140001395e-05,4.97659151404987
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.134779311238063,0.000820508902776927,1.55589877092853e-05,4.32374416289375
1,0.3,500,13.5,11.15,3.5,20,0.009,3.5,0.036,27.7,5.5,0.143096087166012,0.000814878928635807,1.5369514034923e-05,4.07244720513103
1,0.3,5,1,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.023470202704805,0.00116837783906443,4.09929258032923e-06,24.8294089136736
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0481851751065339,0.0010806360129076,4.03436519219453e-06,12.0939948636898
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0810001150748666,0.00102911605545223,4.19403177872099e-06,7.19444978202549
1,0.3,5,7.25,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.117976846537149,0.000967494021336547,4.61018250063558e-06,4.93953921764568
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.151263885111795,0.000886060877597475,5.30540404147935e-06,3.85254722112761
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.173124999550985,0.000799306844613436,6.16722560696076e-06,3.36607227006978
1,0.3,5,13.5,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.179532819682161,0.000733751603081147,6.89121642975656e-06,3.24593164233758
1,0.3,10,1,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0236534253109005,0.0011506508702727,4.07722968903418e-06,24.6370769808066
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0482017009622354,0.00106287148976629,4.00684208730777e-06,12.0898484620072
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0808698155239427,0.00101112836810473,4.15831917854333e-06,7.20604166670668
1,0.3,10,7.25,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.117716656931588,0.000949518856781778,4.56196902745986e-06,4.95045710126718
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.150856559371133,0.000868467926700652,5.23933466653027e-06,3.8629494313916
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.17252108066939,0.000782280616302632,6.07870598857683e-06,3.37785537850395
1,0.3,10,13.5,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.17868559269186,0.00071724449601229,6.77947789191173e-06,3.26132203198585
1,0.3,500,1,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0213261550802819,0.0011067164304266,1.26855172087368e-05,27.3256598787103
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0487937843175926,0.000965060611730639,1.39014424838584e-05,11.9431453902276
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.0819207901849969,0.000890639607580248,1.49287502236322e-05,7.1135942283811
1,0.3,500,7.25,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.116126214834784,0.000842755131378929,1.55322912102368e-05,5.01825760077955
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.145377090368812,0.000804443478977561,1.58994586421783e-05,4.00854948166875
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.165328989764463,0.000773964517598336,1.62646333627721e-05,3.52479780511956
1,0.3,500,13.5,11.15,3.5,20,0.009,5.5,0.036,27.7,5.5,0.174330796560901,0.00075702606533576,1.62727008642799e-05,3.34279009641785
1,0.3,5,1,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0275296473316698,0.00117140406743117,4.26659573133337e-06,21.168133874858
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0559574468921046,0.00107867563031499,4.25811193081217e-06,10.4141860040194
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0927035184708788,0.00102412625793752,4.48881545057362e-06,6.28618276691919
1,0.3,5,7.25,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.133301483536726,0.000961134123968087,4.99602903048968e-06,4.37167872992095
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.169386676743562,0.00087813959313055,5.80462652619909e-06,3.44036066736615
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.192973567683097,0.000788182055170758,6.7850656205648e-06,3.01985016518643
1,0.3,5,13.5,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.200046105672776,0.000718243517804445,7.58953450947618e-06,2.91308475256021
1,0.3,10,1,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0276184909105413,0.0011532961135558,4.22889257765529e-06,21.1000399019626
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0558900105192975,0.00106057224035099,4.21522403858282e-06,10.4267516650977
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0925016739962543,0.00100586732738475,4.43719381435501e-06,6.29989961336279
1,0.3,10,7.25,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.132980960533792,0.000942985823521222,4.93033172493959e-06,4.38221575408406
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.168925633055308,0.000860486564912331,5.71847918805265e-06,3.44975034104869
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.192317269014437,0.000771198834339885,6.67364474330844e-06,3.03015565492804
1,0.3,10,13.5,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.199144771961529,0.00070184616821152,7.45338681741872e-06,2.92626943958634
1,0.3,500,1,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0247464241154573,0.00108960527308924,1.26313177890467e-05,23.5489078149441
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0561140115944702,0.000953849274470548,1.39454842436479e-05,10.3851291983167
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.0933186453625896,0.000880126516166217,1.50598719762241e-05,6.24474624529893
1,0.3,500,7.25,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.131182939773593,0.000827720167522861,1.57155413303825e-05,4.44227931810476
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.163071991916285,0.000782283752798238,1.61201232764627e-05,3.57358276793219
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.184344985262728,0.000743918842853576,1.65689274760355e-05,3.16119941865452
1,0.3,500,13.5,11.15,3.5,20,0.009,7.5,0.036,27.7,5.5,0.193417585918165,0.000717733112389716,1.67397596287633e-05,3.01291765936411
1,0.3,5,1,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0287526277295203,0.00117362492576067,4.57334090850186e-06,20.2677565934645
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0596119318359414,0.00107555824187503,4.61385148568898e-06,9.77574861771313
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0987925121109935,0.00101858734628828,4.90935147462807e-06,5.89873916344683
1,0.3,5,7.25,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.141409742101184,0.000955318336239742,5.50116030827357e-06,4.12101211405528
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.178774510336537,0.000871831251733091,6.41351296305038e-06,3.25969993791288
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.202844462567468,0.000779667325875906,7.49594332902168e-06,2.87289706047847
1,0.3,5,13.5,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.209734491699231,0.000706607866045165,8.35718523834023e-06,2.77851895281062
1,0.3,10,1,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0287228855544882,0.00115514301019415,4.51727903201353e-06,20.2887435922452
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0594256852698116,0.00105718954804823,4.55230183058597e-06,9.80638687797266
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0984720514628795,0.00100021497363416,4.83785750553411e-06,5.9179356130718
1,0.3,10,7.25,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.140969075349064,0.000937251043422394,5.41324259922992e-06,4.13389432257692
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.178188400782029,0.00085447551033703,6.30173816750685e-06,3.27042196734944
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.202055687043982,0.000763183836088058,7.35548273324838e-06,2.88411214140963
1,0.3,10,13.5,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.208693713763886,0.0006908602425828,8.19050107073328e-06,2.79237572485644
1,0.3,500,1,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0244697549981983,0.00108027188597923,1.25869185807667e-05,23.8151653045697
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0584515778091097,0.000949091913326477,1.39570599130968e-05,9.96981231452047
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.0983194162350338,0.000875332784000654,1.51035099483473e-05,5.92712286707784
1,0.3,500,7.25,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.138435554584915,0.000818483652215041,1.57513531784408e-05,4.20954907134754
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.171737323618979,0.000766643828759377,1.61341983544382e-05,3.393270885817
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.193426977786744,0.000721539994410607,1.66114977944416e-05,3.01277136680957
1,0.3,500,13.5,11.15,3.5,20,0.009,9.5,0.036,27.7,5.5,0.202049503006555,0.000688122130240194,1.69108694368499e-05,2.88420041412083
1,0.3,5,1,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.029995602808091,0.00116840695180873,5.0327421784708e-06,19.4278896134477
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.0623050318456564,0.00106615195547601,5.11546426611397e-06,9.35319737397807
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.102735707893487,0.00100846300632438,5.46886216919425e-06,5.67233411043985
1,0.3,5,7.25,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.146095801435531,0.000946540720982557,6.13658157056604e-06,3.98882962082637
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.183552253905611,0.00086372030077679,7.13939046016679e-06,3.17485210802197
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.207173070634188,0.000770162312145215,8.30329838805287e-06,2.81287166551388
1,0.3,5,13.5,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.213289360728602,0.000694857550322848,9.19617574065876e-06,2.73220969978869
1,0.3,10,1,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.0298557212237694,0.00114959138405478,4.95487751320416e-06,19.518914176505
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.0620013312431034,0.00104763359750186,5.03133214081286e-06,9.39901206249075
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.102289369791886,0.000990175746408591,5.37305388812202e-06,5.69708525362952
1,0.3,10,7.25,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.145518616047564,0.000928834507065935,6.02143530364468e-06,4.00465092420846
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.182816713091613,0.000847018242175982,6.99646215927598e-06,3.18762573940593
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.206221890705261,0.000754601211238632,8.12804135205861e-06,2.82584578315839
1,0.3,10,13.5,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.212076394706211,0.000680234502395175,8.99350140978144e-06,2.74783650981853
1,0.3,500,1,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.0231298709656331,0.00107817515325645,1.25054029479928e-05,25.1947475673461
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.0586601294679436,0.000950671191089319,1.39066498735259e-05,9.93436709959656
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.100007794617574,0.000876804350149832,1.50597130703966e-05,5.82705840552559
1,0.3,500,7.25,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.141222719350676,0.000816268445387916,1.56804266902875e-05,4.12646961426481
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.174993665316567,0.000759027578794592,1.60277449269397e-05,3.33012774599701
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.196488644821733,0.000707940710628782,1.65197680498628e-05,2.96582665513888
1,0.3,500,13.5,11.15,3.5,20,0.009,11.5,0.036,27.7,5.5,0.204408117084799,0.000668232064127985,1.69390371061034e-05,2.85092034776025
1,0.3,5,1,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.0329984986115152,0.00116381443059528,5.65185817196779e-06,17.65993256557
1,0.3,5,3.08333333333333,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.0661401950902442,0.00105872935113782,5.77301581287885e-06,8.81084882572973
1,0.3,5,5.16666666666667,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.107049039861112,0.00100163701624618,6.1795750992116e-06,5.44377848694847
1,0.3,5,7.25,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.150327563403303,0.00094181234823304,6.91640078030523e-06,3.87654297755755
1,0.3,5,9.33333333333333,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.187151684629902,0.000859823677450801,7.99905666220115e-06,3.11379115500254
1,0.3,5,11.4166666666667,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.209823276475536,0.000764801596116917,9.22905754547533e-06,2.7773432482471
1,0.3,5,13.5,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.214931644787611,0.00068734233122761,1.01368142102308e-05,2.71133299528913
1,0.3,10,1,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.0327736740849598,0.0011446322729527,5.54845234625601e-06,17.7810781523529
1,0.3,10,3.08333333333333,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.0657413313377255,0.00104010296066972,5.66219980439559e-06,8.86430573257957
1,0.3,10,5.16666666666667,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.106495146734876,0.000983549482391688,6.05501877961838e-06,5.47209218552649
1,0.3,10,7.25,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.149627996959796,0.000924637335255946,6.76930414749249e-06,3.89466725535994
1,0.3,10,9.33333333333333,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.186277740457417,0.00084397905788279,7.82010309367249e-06,3.12839987651465
1,0.3,10,11.4166666666667,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.208719523758288,0.000750379654968422,9.01427731950694e-06,2.79203042317824
1,0.3,10,13.5,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.213556902382202,0.000674058241001649,9.89392069038247e-06,2.72878681861317
1,0.3,500,1,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.0221898003957684,0.00109087889658739,1.23212729292755e-05,26.2621226802718
1,0.3,500,3.08333333333333,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.0584767826791022,0.000966145587788958,1.37369098640094e-05,9.96551509070404
1,0.3,500,5.16666666666667,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.100430734555114,0.000892362762298615,1.48906862390036e-05,5.80251914740912
1,0.3,500,7.25,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.141932178498973,0.000829213279325122,1.54953578762744e-05,4.10584313160973
1,0.3,500,9.33333333333333,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.175584046754811,0.000767626140338803,1.58279317264446e-05,3.31893056923434
1,0.3,500,11.4166666666667,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.19661219019118,0.000710949416239552,1.6352036574121e-05,2.96396301611698
1,0.3,500,13.5,11.15,3.5,20,0.009,13.5,0.036,27.7,5.5,0.203863396627803,0.000665042528938234,1.69029466936132e-05,2.8585379714258
